word,anger,disgust,fear,joy,sadness,surprise,hope,preproc_word
somatic,0,0,0,0,0,1,0,somat
socialism,0,1,1,0,0,0,0,social
shockingly,0,0,0,0,0,1,0,shockingli
healing,0,0,0,1,0,0,1,heal
asp,0,0,1,0,0,0,0,asp
perpetuity,0,0,0,0,0,0,1,perpetu
unimportant,0,0,0,0,1,0,0,unimport
trick,0,0,0,0,0,1,0,trick
grave,0,0,1,0,1,0,0,grave
phantom,0,0,1,0,0,0,0,phantom
ware,0,0,1,0,0,0,0,ware
unworthy,0,1,0,0,0,0,0,unworthi
flaw,0,0,0,0,1,0,0,flaw
paddle,0,0,0,0,0,0,1,paddl
astonishingly,0,0,0,0,0,1,0,astonishingli
bottom,0,0,0,0,1,0,0,bottom
bloated,0,1,0,0,0,0,0,bloat
uneducated,0,0,0,0,1,0,0,uneduc
rejoicing,0,0,0,1,0,1,1,rejoic
benevolence,0,0,0,1,0,0,0,benevol
heretic,0,1,0,0,0,0,0,heret
ecstatic,0,0,0,1,0,1,1,ecstat
falsify,0,1,0,0,0,0,0,falsifi
doubt,0,0,1,0,1,0,0,doubt
merry,0,0,0,1,0,0,0,merri
conjure,0,0,0,0,0,1,0,conjur
glum,0,0,0,0,1,0,0,glum
hesitation,0,0,1,0,0,0,0,hesit
excellent,0,0,0,1,0,0,0,excel
precipice,0,0,1,0,0,0,0,precipic
bailiff,0,0,1,0,0,0,0,bailiff
cobra,0,0,1,0,0,0,0,cobra
rancid,0,1,0,0,0,0,0,rancid
responsive,0,0,0,0,0,0,1,respons
blues,0,0,1,0,1,0,0,blue
pornography,0,1,0,0,0,0,0,pornographi
extricate,0,0,0,0,0,0,1,extric
experiment,0,0,0,0,0,1,0,experi
unrequited,0,0,0,0,1,0,0,unrequit
brighten,0,0,0,1,0,1,0,brighten
superman,0,0,0,1,0,0,0,superman
exquisite,0,0,0,1,0,0,0,exquisit
timid,0,0,1,0,1,0,0,timid
drab,0,0,0,0,1,0,0,drab
ovation,0,0,0,0,1,0,0,ovat
elevation,0,0,1,1,0,0,1,elev
wimp,0,1,1,0,0,0,0,wimp
thirst,0,0,0,0,1,1,0,thirst
captive,0,0,1,0,1,0,0,captiv
missing,0,0,1,0,1,0,0,miss
hurrah,0,0,0,1,0,0,0,hurrah
gain,0,0,0,1,0,0,1,gain
scientist,0,0,0,0,0,0,1,scientist
regurgitation,0,1,0,0,0,0,0,regurgit
cage,0,0,0,0,1,0,0,cage
happily,0,0,0,1,0,0,0,happili
unclean,0,1,0,0,0,0,0,unclean
unholy,0,0,1,0,0,0,0,unholi
wallow,0,1,0,0,1,0,0,wallow
famine,0,0,0,0,1,0,0,famin
postponement,0,0,0,0,0,1,0,postpon
dinosaur,0,0,1,0,0,0,0,dinosaur
excellence,0,1,0,1,0,0,0,excel
stink,0,1,0,0,0,0,0,stink
leave,0,0,0,0,1,1,0,leav
ailing,0,0,1,0,1,0,0,ail
boil,0,1,0,0,0,0,0,boil
independence,0,0,0,1,0,1,1,independ
feat,0,0,0,1,0,1,1,feat
lowly,0,0,0,0,1,0,0,lowli
laxative,0,1,1,0,0,0,0,lax
rack,0,0,0,0,1,0,0,rack
ugliness,0,1,1,0,1,0,0,ugli
shipwreck,0,0,1,0,1,0,0,shipwreck
spa,0,0,0,1,0,1,1,spa
debacle,0,0,1,0,1,0,0,debacl
deformed,0,1,0,0,1,0,0,deform
burnt,0,1,0,0,0,0,0,burnt
majestic,0,0,0,1,0,1,1,majest
vacation,0,0,0,1,0,0,1,vacat
foreigner,0,0,1,0,0,0,0,foreign
nullify,0,0,0,0,0,1,0,nullifi
thrift,0,1,0,0,0,0,0,thrift
swine,0,1,0,0,0,0,0,swine
terminate,0,0,0,0,1,0,0,termin
rattlesnake,0,0,1,0,0,0,0,rattlesnak
singularly,0,0,0,0,0,1,0,singularli
pollution,0,1,0,0,0,0,0,pollut
sloppy,0,1,0,0,0,0,0,sloppi
reticent,0,0,1,0,0,0,0,retic
formidable,0,0,1,0,0,0,0,formid
interment,0,0,0,0,1,0,0,inter
flattering,0,0,0,1,0,0,0,flatter
abundant,0,0,0,1,0,0,0,abund
perturbation,0,0,1,0,0,0,0,perturb
weakly,0,0,1,0,1,0,0,weakli
crumbling,0,0,0,0,1,0,0,crumbl
edification,0,0,0,1,0,0,1,edif
perplexity,0,0,0,0,1,0,0,perplex
discoloration,0,1,0,0,0,0,0,discolor
spider,0,1,1,0,0,0,0,spider
uninvited,0,0,0,0,1,0,0,uninvit
sump,0,1,0,0,0,0,0,sump
bereavement,0,0,0,0,1,0,0,bereav
mortgagor,0,0,1,0,0,0,0,mortgagor
scarcely,0,0,0,0,1,0,0,scarc
pastry,0,0,0,1,0,0,0,pastri
premeditated,0,0,1,0,0,0,0,premedit
utopian,0,0,0,1,0,0,1,utopian
fault,0,0,0,0,1,0,0,fault
mystery,0,0,0,0,0,1,0,mysteri
decomposition,0,1,1,0,1,0,0,decomposit
stomach,0,1,0,0,0,0,0,stomach
radon,0,0,1,0,0,0,0,radon
jurisprudence,0,0,0,0,1,0,0,jurisprud
surge,0,0,0,0,0,1,0,surg
unintended,0,0,0,0,0,1,0,unintend
friendly,0,0,0,1,0,0,1,friendli
wonderfully,0,0,0,1,0,1,0,wonder
corpse,0,1,0,0,1,0,0,corps
horde,0,0,0,0,0,1,0,hord
lunge,0,0,0,0,0,1,0,lung
muddy,0,1,0,0,0,0,0,muddi
adultery,0,1,0,0,1,0,0,adulteri
peril,0,0,1,0,1,0,0,peril
adrift,0,0,1,0,1,0,0,adrift
haggard,0,0,0,0,1,0,0,haggard
delight,0,0,0,1,0,0,1,delight
darken,0,0,1,0,1,0,0,darken
dispose,0,1,0,0,0,0,0,dispos
sunset,0,0,0,0,0,0,1,sunset
baboon,0,1,0,0,0,0,0,baboon
snort,0,0,0,0,1,0,0,snort
auditor,0,0,1,0,0,0,0,auditor
exclaim,0,0,0,0,0,1,0,exclaim
marvelous,0,0,0,1,0,0,0,marvel
share,0,0,0,1,0,0,1,share
nose,0,1,0,0,0,0,0,nose
heft,0,0,1,0,0,0,1,heft
monsoon,0,0,0,0,1,0,0,monsoon
expedition,0,0,0,0,0,0,1,expedit
malfeasance,0,1,0,0,0,0,0,malfeas
rogue,0,1,0,0,0,0,0,rogu
mandamus,0,0,1,0,0,0,0,mandamu
worse,0,0,1,0,1,0,0,wors
cable,0,0,0,0,0,1,0,cabl
sneeze,0,1,0,0,0,1,0,sneez
picnic,0,0,0,1,0,1,1,picnic
thwart,0,0,0,0,0,1,0,thwart
mum,0,0,1,0,0,0,0,mum
practise,0,0,0,0,0,0,1,practis
fever,0,0,1,0,0,0,0,fever
addresses,0,0,0,0,0,0,1,address
diary,0,0,0,1,0,0,0,diari
discreet,0,0,0,0,0,0,1,discreet
leprosy,0,1,1,0,1,0,0,leprosi
dismemberment,0,1,1,0,1,0,0,dismember
negative,0,0,0,0,1,0,0,neg
chocolate,0,0,0,1,0,0,1,chocol
ghost,0,0,1,0,0,0,0,ghost
desolation,0,0,1,0,1,0,0,desol
beer,0,0,0,1,0,0,0,beer
imminent,0,0,1,0,0,0,0,immin
fidelity,0,0,0,1,0,0,0,fidel
applause,0,0,0,1,0,1,0,applaus
lost,0,0,0,0,1,0,0,lost
breakup,0,0,0,0,1,0,0,breakup
fluke,0,0,0,0,0,1,0,fluke
excluded,0,1,0,0,1,0,0,exclud
locust,0,0,1,0,0,0,0,locust
pine,0,0,0,0,1,0,0,pine
stealthily,0,0,0,0,0,1,0,stealthili
apathetic,0,0,0,0,1,0,0,apathet
dole,0,0,0,0,1,0,0,dole
sensual,0,0,0,1,0,1,1,sensual
sonorous,0,0,0,1,0,0,0,sonor
warn,0,0,1,0,0,1,0,warn
secrecy,0,0,0,0,0,1,0,secreci
forlorn,0,0,0,0,1,0,0,forlorn
perish,0,0,1,0,1,0,0,perish
annulment,0,0,0,0,1,0,0,annul
voluptuous,0,0,0,1,0,0,1,voluptu
toad,0,1,0,0,0,0,0,toad
confessional,0,0,1,0,0,0,0,confession
deformity,0,1,1,0,1,0,0,deform
suffering,0,1,1,0,1,0,0,suffer
raffle,0,0,0,0,0,1,0,raffl
astronomer,0,0,0,0,0,0,1,astronom
rising,0,0,0,1,0,0,1,rise
weird,0,1,0,0,0,0,0,weird
captor,0,0,1,0,0,0,0,captor
sing,0,0,0,1,1,0,1,sing
launch,0,0,0,0,0,0,1,launch
unacknowledged,0,0,0,0,1,0,0,unacknowledg
inheritance,0,0,0,1,0,1,1,inherit
shooter,0,0,1,0,0,0,0,shooter
scum,0,1,0,0,0,0,0,scum
unification,0,0,0,1,0,0,1,unif
hawk,0,0,1,0,0,0,0,hawk
congress,0,1,0,0,0,0,0,congress
veer,0,0,1,0,0,1,0,veer
judicial,0,0,0,0,0,0,1,judici
gloomy,0,0,0,0,1,0,0,gloomi
peace,0,0,0,1,0,0,1,peac
abject,0,1,0,0,0,0,0,abject
specter,0,0,1,0,1,0,0,specter
pang,0,0,0,0,0,1,0,pang
holiness,0,0,1,1,0,1,1,holi
appalling,0,1,1,0,0,0,0,appal
offset,0,0,0,0,0,0,1,offset
charmed,0,0,0,1,0,0,0,charm
shameful,0,0,0,0,1,0,0,shame
sunshine,0,0,0,1,0,0,0,sunshin
ashamed,0,1,0,0,1,0,0,asham
wail,0,0,1,0,1,0,0,wail
patience,0,0,0,0,0,0,1,patienc
enjoy,0,0,0,1,0,0,1,enjoy
reflex,0,0,0,0,0,1,0,reflex
prostitute,0,1,0,0,0,0,0,prostitut
unemployed,0,0,1,0,1,0,0,unemploy
cry,0,0,0,0,1,0,0,cri
cess,0,1,0,0,0,0,0,ce
sloth,0,1,0,0,0,0,0,sloth
fussy,0,1,0,0,0,0,0,fussi
ineptitude,0,1,1,0,1,0,0,ineptitud
quaint,0,0,0,1,0,0,0,quaint
coyote,0,0,1,0,0,0,0,coyot
landslide,0,0,1,0,1,0,0,landslid
measles,0,1,1,0,1,0,0,measl
gasp,0,0,0,0,0,1,0,gasp
pastor,0,0,0,1,0,0,0,pastor
dank,0,1,0,0,0,0,0,dank
visitor,0,0,0,1,0,0,1,visitor
horizon,0,0,0,0,0,0,1,horizon
prey,0,0,1,0,0,0,0,prey
nobility,0,0,0,0,0,0,1,nobil
tyranny,0,0,1,0,1,0,0,tyranni
amour,0,0,0,1,0,0,1,amour
secrete,0,1,0,0,0,0,0,secret
welcomed,0,0,0,1,0,0,0,welcom
outcast,0,1,1,0,1,0,0,outcast
navigable,0,0,0,0,0,0,1,navig
blossom,0,0,0,1,0,0,0,blossom
whimsical,0,0,0,1,0,0,0,whimsic
recognizable,0,0,0,0,0,0,1,recogniz
boredom,0,0,0,0,1,0,0,boredom
eager,0,0,0,1,0,1,1,eager
liking,0,0,0,1,0,0,0,like
bowels,0,1,0,0,0,0,0,bowel
resplendent,0,0,0,1,0,0,0,resplend
council,0,0,0,0,0,0,1,council
liberty,0,0,0,1,0,1,1,liberti
uncover,0,0,0,0,0,1,0,uncov
dysentery,0,1,0,0,1,0,0,dysenteri
uninteresting,0,0,0,0,1,0,0,uninterest
volunteer,0,0,1,1,0,0,1,volunt
jubilant,0,0,0,1,0,1,0,jubil
tumor,0,0,1,0,0,0,0,tumor
infirmity,0,0,1,0,0,0,0,infirm
asylum,0,0,1,0,0,0,0,asylum
curiosity,0,0,0,0,0,1,1,curios
tornado,0,0,1,0,0,0,0,tornado
garish,0,1,0,0,0,1,0,garish
dungeon,0,0,1,0,0,0,0,dungeon
flirt,0,0,0,1,0,1,1,flirt
discourage,0,0,1,0,1,0,0,discourag
regrettable,0,0,0,0,1,0,0,regrett
vesicular,0,1,0,0,0,0,0,vesicular
idolatry,0,1,1,0,0,0,0,idolatri
thrill,0,0,1,1,0,1,1,thrill
guilt,0,1,0,0,1,0,0,guilt
greasy,0,1,0,0,0,0,0,greasi
modify,0,0,0,0,0,1,0,modifi
arouse,0,0,0,0,0,0,1,arous
loneliness,0,0,1,0,1,0,0,loneli
malaise,0,0,0,0,1,0,0,malais
sickly,0,1,0,0,1,0,0,sickli
fanaticism,0,0,1,0,0,0,0,fanatic
romantic,0,0,0,1,0,0,1,romant
outstanding,0,0,0,1,0,0,0,outstand
enliven,0,0,0,1,0,1,0,enliven
adventure,0,0,0,0,0,0,1,adventur
demented,0,0,1,0,0,0,0,dement
guard,0,0,1,0,0,0,0,guard
instructor,0,0,0,0,0,0,1,instructor
lusty,0,1,0,0,0,0,0,lusti
armored,0,0,1,0,0,0,0,armor
hopeful,0,0,0,1,0,1,1,hope
memorials,0,0,0,0,1,0,0,memori
apprehend,0,0,1,0,0,0,0,apprehend
discomfort,0,0,0,0,1,0,0,discomfort
glide,0,0,0,1,0,0,1,glide
overdue,0,0,0,0,1,1,0,overdu
exorcism,0,0,1,0,1,0,0,exorc
good,0,0,0,1,0,1,1,good
obese,0,1,0,0,0,0,0,obes
ripen,0,0,0,0,0,0,1,ripen
wearily,0,0,0,0,1,0,0,wearili
tax,0,0,0,0,1,0,0,tax
nappy,0,1,0,0,0,0,0,nappi
quake,0,0,1,0,0,0,0,quak
disability,0,0,0,0,1,0,0,disabl
shrapnel,0,0,1,0,0,0,0,shrapnel
clown,0,0,0,1,0,1,1,clown
ail,0,0,0,0,1,0,0,ail
paragon,0,0,0,1,0,0,1,paragon
regretting,0,0,0,0,1,0,0,regret
funeral,0,0,0,0,1,0,0,funer
prolong,0,1,0,0,0,0,0,prolong
degrading,0,1,1,0,1,0,0,degrad
cancel,0,0,0,0,1,0,0,cancel
respect,0,0,0,1,0,0,1,respect
piles,0,1,0,0,0,0,0,pile
verge,0,0,1,0,0,0,0,verg
salary,0,0,0,1,0,0,1,salari
transcendence,0,0,0,1,0,1,1,transcend
misfortune,0,0,1,0,1,0,0,misfortun
momentum,0,0,0,0,0,0,1,momentum
catechism,0,1,0,0,0,0,0,catech
revere,0,0,0,1,0,0,1,rever
questionable,0,1,0,0,0,0,0,question
trembling,0,0,1,0,0,0,0,trembl
celestial,0,0,0,1,0,0,1,celesti
plaintive,0,0,0,0,1,0,0,plaintiv
impending,0,0,1,0,0,0,0,impend
hoary,0,0,0,0,1,0,0,hoari
enjoying,0,0,0,1,0,0,1,enjoy
crouch,0,0,1,0,0,0,0,crouch
tomb,0,0,0,0,1,0,0,tomb
cartridge,0,0,1,0,0,0,0,cartridg
attenuation,0,0,0,0,1,0,0,attenu
labored,0,0,0,0,1,0,0,labor
emaciated,0,0,1,0,1,0,0,emaci
patient,0,0,0,0,0,0,1,patient
courageous,0,0,1,0,0,0,0,courag
refutation,0,0,1,0,0,0,0,refut
advent,0,0,0,1,0,0,1,advent
fat,0,1,0,0,1,0,0,fat
peri,0,0,0,0,0,1,0,peri
porn,0,1,0,0,0,0,0,porn
inadequate,0,0,0,0,1,0,0,inadequ
tender,0,0,0,1,0,0,0,tender
benign,0,0,0,1,0,0,0,benign
abrupt,0,0,0,0,0,1,0,abrupt
endocarditis,0,0,1,0,1,0,0,endocard
trashy,0,1,0,0,0,0,0,trashi
shrink,0,0,1,0,1,0,0,shrink
dove,0,0,0,1,0,0,1,dove
basketball,0,0,0,1,0,0,1,basketbal
tumour,0,0,1,0,1,0,0,tumour
coffin,0,0,1,0,1,0,0,coffin
jaundice,0,0,1,0,0,0,0,jaundic
zealous,0,0,0,1,0,0,0,zealou
syncope,0,0,1,0,1,1,0,syncop
nicotine,0,1,0,0,0,0,0,nicotin
homework,0,0,1,0,0,0,0,homework
inhospitable,0,0,0,0,1,0,0,inhospit
rigor,0,1,1,0,0,0,0,rigor
medical,0,0,1,0,0,0,1,medic
spectacular,0,0,0,0,0,1,0,spectacular
euthanasia,0,0,1,0,1,0,0,euthanasia
blister,0,1,0,0,0,0,0,blister
feeble,0,0,0,0,1,0,0,feebl
renovation,0,0,0,1,0,0,1,renov
rue,0,0,0,0,1,0,0,rue
gambling,0,0,0,0,0,1,0,gambl
gunpowder,0,0,1,0,0,0,0,gunpowd
true,0,0,0,1,0,0,0,true
orphan,0,0,1,0,1,0,0,orphan
eventuality,0,0,1,0,0,0,0,eventu
smile,0,0,0,1,0,1,0,smile
cuckold,0,1,0,0,0,0,0,cuckold
vulture,0,1,1,0,0,0,0,vultur
unfold,0,0,0,0,0,0,1,unfold
artillery,0,0,1,0,0,0,0,artilleri
shanghai,0,1,1,0,0,0,0,shanghai
intelligence,0,0,1,1,0,0,0,intellig
fondness,0,0,0,1,0,0,0,fond
margin,0,0,0,0,1,0,0,margin
genial,0,0,0,1,0,0,0,genial
corrosive,0,0,1,0,0,0,0,corros
suddenly,0,0,0,0,0,1,0,suddenli
whirlpool,0,0,1,0,0,0,0,whirlpool
inmate,0,1,1,0,0,0,0,inmat
phlegm,0,1,0,0,0,0,0,phlegm
smut,0,1,1,0,0,0,0,smut
irreparable,0,0,1,0,1,0,0,irrepar
jeopardy,0,0,1,0,0,0,0,jeopardi
miscarriage,0,0,1,0,1,0,0,miscarriag
inquiry,0,0,0,0,0,0,1,inquiri
abysmal,0,0,0,0,1,0,0,abysm
entrails,0,1,0,0,0,0,0,entrail
heavenly,0,0,0,1,0,0,1,heavenli
delicious,0,0,0,1,0,0,0,delici
captivity,0,0,0,0,1,0,0,captiv
constrain,0,0,1,0,0,0,0,constrain
wickedness,0,1,0,0,0,0,0,wicked
swelling,0,0,1,0,0,0,0,swell
parasite,0,1,1,0,0,0,0,parasit
kerosene,0,0,1,0,0,0,0,kerosen
shudder,0,0,1,0,0,0,0,shudder
cove,0,1,1,1,0,0,1,cove
foreclose,0,0,1,0,1,0,0,foreclos
wizard,0,0,0,0,0,1,1,wizard
midwife,0,0,0,1,0,0,1,midwif
abnormal,0,1,0,0,0,0,0,abnorm
buried,0,0,1,0,1,0,0,buri
grisly,0,1,1,0,0,0,0,grisli
hypertrophy,0,1,1,0,0,1,0,hypertrophi
salute,0,0,0,1,0,0,0,salut
senile,0,0,1,0,1,0,0,senil
gush,0,1,0,1,0,0,0,gush
analyst,0,0,0,0,0,0,1,analyst
squirm,0,1,0,0,0,0,0,squirm
unsurpassed,0,0,1,1,0,0,1,unsurpass
chuckle,0,0,0,1,0,1,1,chuckl
inseparable,0,0,0,1,0,0,0,insepar
whirlwind,0,0,1,0,0,0,0,whirlwind
connoisseur,0,0,0,1,0,0,0,connoisseur
hope,0,0,0,1,0,1,1,hope
varicella,0,1,1,0,1,0,0,varicella
noxious,0,1,1,0,0,0,0,noxiou
casket,0,0,1,0,1,0,0,casket
disheartening,0,0,0,0,1,0,0,dishearten
hero,0,0,0,1,0,1,1,hero
ejaculation,0,0,0,1,0,1,1,ejacul
gladiator,0,0,1,0,0,0,0,gladiat
embrace,0,0,0,1,0,1,1,embrac
doom,0,0,1,0,0,0,0,doom
excruciating,0,0,1,0,0,0,0,excruci
enlighten,0,0,0,1,0,0,0,enlighten
calamity,0,0,0,0,1,0,0,calam
choir,0,0,0,1,0,0,0,choir
devilish,0,1,1,0,0,0,0,devilish
cherish,0,0,0,1,0,1,1,cherish
volcano,0,0,1,0,0,1,0,volcano
pollute,0,1,0,0,0,0,0,pollut
blindly,0,0,0,0,1,0,0,blindli
ballot,0,0,0,0,0,0,1,ballot
succeed,0,0,0,1,0,1,1,succeed
vow,0,0,0,1,0,0,1,vow
refugee,0,0,0,0,1,0,0,refuge
twinkle,0,0,0,1,0,0,1,twinkl
zest,0,0,0,1,0,0,1,zest
disappear,0,0,1,0,0,0,0,disappear
creature,0,1,1,0,0,0,0,creatur
aesthetics,0,0,0,1,0,0,0,aesthet
latrines,0,1,0,0,0,0,0,latrin
apologize,0,0,0,0,1,0,0,apolog
bloom,0,0,0,1,0,0,1,bloom
funk,0,0,0,0,1,0,0,funk
prosperous,0,0,0,1,0,0,0,prosper
improvisation,0,0,0,0,0,1,0,improvis
save,0,0,0,1,0,0,0,save
gawk,0,0,0,0,0,1,0,gawk
cremation,0,0,0,0,1,0,0,cremat
squeamish,0,1,1,0,0,0,0,squeamish
injection,0,0,1,0,0,0,0,inject
torrent,0,0,1,0,0,0,0,torrent
mire,0,1,0,0,0,0,0,mire
mother,0,0,0,1,1,0,1,mother
sanctify,0,0,0,1,1,1,1,sanctifi
superstitious,0,0,1,0,0,0,0,superstiti
scarecrow,0,0,1,0,0,0,0,scarecrow
tearful,0,1,1,0,1,0,0,tear
sticky,0,1,0,0,0,0,0,sticki
beggar,0,0,0,0,1,0,0,beggar
dissection,0,1,0,0,0,0,0,dissect
amazingly,0,0,0,1,0,1,0,amazingli
lettered,0,0,0,0,0,0,1,letter
perchance,0,0,0,0,0,1,0,perchanc
haunt,0,0,1,0,0,0,0,haunt
raptors,0,0,1,0,0,0,0,raptor
priesthood,0,0,0,1,1,0,1,priesthood
childhood,0,0,0,1,0,0,0,childhood
reverie,0,0,0,1,0,0,0,reveri
rubble,0,0,1,0,1,0,0,rubbl
woeful,0,0,0,0,1,0,0,woeful
mediate,0,0,0,0,0,0,1,mediat
jaws,0,0,1,0,0,0,0,jaw
somber,0,0,0,0,1,0,0,somber
immaculate,0,0,0,1,0,0,0,immacul
overestimate,0,0,0,0,0,1,0,overestim
wan,0,0,1,0,1,0,0,wan
dart,0,0,1,0,0,0,0,dart
unpublished,0,0,0,0,1,0,0,unpublish
unsafe,0,0,1,0,0,0,0,unsaf
stagger,0,0,0,0,0,1,0,stagger
undiscovered,0,0,0,0,0,1,0,undiscov
heyday,0,0,0,1,0,0,1,heyday
football,0,0,0,1,0,0,1,footbal
disposed,0,0,0,0,0,0,1,dispos
defunct,0,0,0,0,1,0,0,defunct
joy,0,0,0,1,0,0,0,joy
sublimation,0,0,0,1,0,0,0,sublim
flaccid,0,0,0,0,1,0,0,flaccid
luck,0,0,0,1,0,1,1,luck
backwards,0,1,0,0,0,0,0,backward
tarnish,0,1,0,0,1,0,0,tarnish
heartily,0,0,0,1,0,0,0,heartili
glow,0,0,0,1,0,0,1,glow
swim,0,0,1,1,0,0,1,swim
undecided,0,0,1,0,0,0,0,undecid
crusty,0,1,0,0,0,0,0,crusti
alerts,0,0,1,0,0,1,0,alert
rapt,0,0,0,1,0,1,0,rapt
bankrupt,0,0,1,0,1,0,0,bankrupt
abortion,0,1,1,0,1,0,0,abort
spew,0,1,0,0,0,0,0,spew
wilderness,0,0,1,0,1,0,0,wilder
danger,0,0,1,0,1,0,0,danger
pimple,0,1,0,0,0,0,0,pimpl
greeting,0,0,0,0,0,1,0,greet
necessity,0,0,0,0,1,0,0,necess
purgatory,0,1,1,0,0,0,0,purgatori
cannibal,0,1,1,0,0,0,0,cannib
unaccountable,0,1,0,0,1,0,0,unaccount
detention,0,0,0,0,1,0,0,detent
charity,0,0,0,1,0,0,0,chariti
soiled,0,1,0,0,0,0,0,soil
magician,0,0,0,0,0,1,0,magician
luxury,0,0,0,1,0,0,0,luxuri
engaged,0,0,0,1,0,0,1,engag
enlightenment,0,0,0,1,0,0,0,enlighten
cop,0,0,1,0,0,0,0,cop
pus,0,1,0,0,0,0,0,pu
mirth,0,0,0,1,0,0,0,mirth
hire,0,0,0,1,0,0,1,hire
overwhelmed,0,0,0,0,1,0,0,overwhelm
catch,0,0,0,0,0,1,0,catch
feces,0,1,0,0,0,0,0,fece
aspire,0,0,0,1,0,0,1,aspir
forfeiture,0,0,1,0,1,0,0,forfeitur
chance,0,0,0,0,0,1,0,chanc
lonesome,0,0,0,0,1,0,0,lonesom
humbled,0,0,0,0,1,0,0,humbl
diagnosis,0,0,1,0,0,0,0,diagnosi
fungus,0,1,0,0,0,0,0,fungu
amnesty,0,0,0,1,0,0,0,amnesti
weary,0,0,0,0,1,0,0,weari
beg,0,0,0,0,1,0,0,beg
flinch,0,1,1,0,1,1,0,flinch
jackpot,0,0,0,1,0,1,1,jackpot
pleasant,0,0,0,1,0,1,1,pleasant
angelic,0,0,0,1,0,0,0,angel
unstable,0,0,1,0,0,1,0,unstabl
disregarded,0,1,0,0,0,0,0,disregard
elated,0,0,0,1,0,0,0,elat
mouthful,0,1,0,0,0,0,0,mouth
inexplicable,0,0,0,0,0,1,0,inexplic
uneasy,0,1,1,0,0,0,0,uneasi
nursery,0,0,0,1,0,0,0,nurseri
nervousness,0,0,1,0,0,0,0,nervous
lovemaking,0,0,0,1,0,0,0,lovemak
slug,0,1,0,0,0,0,0,slug
harrowing,0,0,1,0,0,0,0,harrow
stagnant,0,0,0,0,1,0,0,stagnant
ardent,0,0,0,1,0,0,1,ardent
store,0,0,0,0,0,0,1,store
severance,0,0,0,0,1,0,0,sever
spook,0,0,1,0,0,0,0,spook
flea,0,1,0,0,0,0,0,flea
lethal,0,1,1,0,1,0,0,lethal
mortification,0,1,1,0,1,0,0,mortif
viper,0,0,1,0,0,0,0,viper
dominion,0,0,1,0,0,0,0,dominion
unsatisfied,0,1,0,0,1,0,0,unsatisfi
cloudy,0,0,0,0,1,0,0,cloudi
asymmetry,0,1,0,0,0,0,0,asymmetri
difficult,0,0,1,0,0,0,0,difficult
erase,0,0,1,0,0,0,0,eras
delivery,0,0,0,0,0,0,1,deliveri
barren,0,0,0,0,1,0,0,barren
rejoice,0,0,0,1,0,1,1,rejoic
sanctification,0,0,0,1,0,0,0,sanctif
escaped,0,0,1,0,0,0,0,escap
cholera,0,1,1,0,1,0,0,cholera
tributary,0,0,0,0,0,0,1,tributari
widower,0,0,0,0,1,0,0,widow
rupture,0,0,1,0,1,1,0,ruptur
illiterate,0,1,0,0,0,0,0,illiter
surrender,0,0,1,0,1,0,0,surrend
dismal,0,1,1,0,1,0,0,dismal
ambulance,0,0,1,0,0,0,0,ambul
winning,0,1,0,1,1,1,1,win
war,0,0,1,0,0,0,0,war
ethereal,0,0,1,0,0,0,0,ether
extrajudicial,0,0,1,0,0,0,0,extrajudici
journey,0,0,1,1,0,0,1,journey
kind,0,0,0,1,0,0,0,kind
throb,0,0,1,0,1,0,0,throb
reconciliation,0,0,0,1,0,0,1,reconcili
mistake,0,0,0,0,1,0,0,mistak
beam,0,0,0,1,0,0,0,beam
seclusion,0,0,1,0,0,0,0,seclus
wanting,0,0,0,0,1,0,0,want
melancholic,0,0,0,0,1,0,0,melanchol
bury,0,0,0,0,1,0,0,buri
reappear,0,0,0,0,0,1,0,reappear
lament,0,1,1,0,1,0,0,lament
interested,0,1,0,0,1,0,0,interest
lucky,0,0,0,1,0,1,0,lucki
diaper,0,1,0,0,0,0,0,diaper
cleave,0,0,1,0,0,0,0,cleav
stint,0,0,1,0,1,0,0,stint
bacteria,0,1,1,0,1,0,0,bacteria
herpes,0,1,0,0,0,0,0,herp
mausoleum,0,0,0,0,1,0,0,mausoleum
devout,0,0,0,1,0,0,1,devout
unforeseen,0,0,0,0,0,1,0,unforeseen
sap,0,0,0,0,1,0,0,sap
ugly,0,1,0,0,0,0,0,ugli
subvert,0,1,1,0,1,0,0,subvert
blight,0,1,1,0,1,0,0,blight
puma,0,0,1,0,0,1,0,puma
worship,0,0,1,1,0,0,1,worship
uplift,0,0,0,1,0,0,1,uplift
cringe,0,1,1,0,1,0,0,cring
mage,0,0,1,0,0,0,0,mage
chirp,0,0,0,1,0,0,0,chirp
stealthy,0,0,1,0,0,1,0,stealthi
helpful,0,0,0,1,0,0,0,help
quail,0,0,1,0,0,0,0,quail
nausea,0,1,0,0,0,0,0,nausea
truce,0,0,0,1,0,0,0,truce
unfavorable,0,1,0,0,1,0,0,unfavor
nefarious,0,1,1,0,1,1,0,nefari
tract,0,0,1,0,0,0,0,tract
equality,0,0,0,1,0,0,0,equal
unpredictable,0,0,0,0,0,1,0,unpredict
appendicitis,0,0,1,0,1,0,0,append
extinct,0,0,0,0,1,0,0,extinct
muzzle,0,0,1,0,0,0,0,muzzl
gruesome,0,1,0,0,0,0,0,gruesom
octopus,0,1,0,0,0,0,0,octopu
accomplished,0,0,0,1,0,0,0,accomplish
