word,anger,disgust,fear,joy,sadness,surprise,hope,preproc_word
inappropriate,1,1,0,0,1,0,0,inappropri
mutter,1,0,0,0,0,0,0,mutter
tempest,1,0,1,0,1,1,0,tempest
shove,1,0,0,0,0,0,0,shove
deserve,1,0,0,0,0,0,1,deserv
furnace,1,0,0,0,0,0,0,furnac
sneer,1,1,0,0,0,0,0,sneer
pare,1,0,1,0,1,0,0,pare
skewed,1,0,0,0,0,0,0,skew
callous,1,1,0,0,0,0,0,callou
mutiny,1,1,1,0,0,1,0,mutini
confine,1,0,1,0,1,0,0,confin
depravity,1,1,0,0,0,0,0,deprav
aggressor,1,0,1,0,0,0,0,aggressor
indoctrination,1,0,1,0,0,0,0,indoctrin
avarice,1,1,0,0,0,0,0,avaric
fraud,1,0,0,0,0,0,0,fraud
cranky,1,0,0,0,0,0,0,cranki
scare,1,0,1,0,0,1,0,scare
slam,1,0,1,0,0,1,0,slam
despise,1,1,0,0,0,0,0,despis
satanic,1,0,0,0,0,0,0,satan
terrorist,1,1,1,0,1,1,0,terrorist
flog,1,1,1,0,1,0,0,flog
anarchism,1,0,1,0,0,0,0,anarch
badness,1,1,1,0,0,0,0,bad
repudiation,1,1,0,0,0,0,0,repudi
nuisance,1,0,0,0,0,0,0,nuisanc
belittle,1,1,1,0,1,0,0,belittl
godless,1,0,0,0,0,0,0,godless
hatred,1,1,1,0,1,0,0,hatr
opposed,1,0,1,0,0,0,0,oppos
opponent,1,1,1,0,0,0,0,oppon
jab,1,0,0,0,0,0,0,jab
thundering,1,0,1,0,0,0,0,thunder
hanging,1,1,1,0,1,0,0,hang
indenture,1,0,0,0,0,0,0,indentur
campaigning,1,0,1,0,0,0,0,campaign
incest,1,1,1,0,1,0,0,incest
battery,1,0,0,0,0,0,0,batteri
dreadful,1,1,1,0,1,0,0,dread
smack,1,0,0,0,0,0,0,smack
retaliatory,1,0,0,0,0,0,0,retaliatori
uncontrollable,1,0,0,0,0,1,0,uncontrol
reprimand,1,0,0,0,0,0,0,reprimand
plunder,1,1,1,0,1,1,0,plunder
yell,1,0,1,0,0,1,0,yell
expletive,1,0,0,0,0,0,0,explet
villainous,1,1,1,0,0,0,0,villain
banshee,1,1,1,0,1,0,0,banshe
complain,1,0,0,0,1,0,0,complain
interminable,1,0,0,0,0,0,1,intermin
masochism,1,1,1,0,0,0,0,masoch
expel,1,1,1,0,1,0,0,expel
cannon,1,0,1,0,0,0,0,cannon
attorney,1,0,1,0,0,0,0,attorney
insidious,1,1,1,0,0,0,0,insidi
violence,1,0,1,0,1,0,0,violenc
disfigured,1,1,1,0,1,0,0,disfigur
sinner,1,1,1,0,1,0,0,sinner
battled,1,0,1,0,1,0,0,battl
outcry,1,0,1,0,0,1,0,outcri
kidnap,1,0,1,0,1,1,0,kidnap
slayer,1,1,1,0,1,1,0,slayer
alcoholism,1,1,1,0,1,0,0,alcohol
explosive,1,0,1,0,0,1,0,explos
injustice,1,0,0,0,0,0,0,injustic
vehement,1,0,1,0,0,0,0,vehement
slavery,1,1,1,0,1,0,0,slaveri
compulsion,1,0,0,0,0,0,0,compuls
defendant,1,0,1,0,1,0,0,defend
cruel,1,1,1,0,1,0,0,cruel
bee,1,0,1,0,0,0,0,bee
inequality,1,0,1,0,1,0,0,inequ
damnation,1,0,1,0,1,0,0,damnat
stone,1,0,0,0,0,0,0,stone
odious,1,1,1,0,0,0,0,odiou
smother,1,0,0,0,0,0,0,smother
grievous,1,0,1,0,1,0,0,grievou
mastery,1,0,0,1,0,0,0,masteri
assault,1,0,1,0,0,0,0,assault
bellows,1,0,0,0,0,0,0,bellow
vengeful,1,0,1,0,0,0,0,veng
tolerate,1,0,0,0,1,0,0,toler
reversal,1,1,0,0,0,1,0,revers
confusion,1,0,1,0,0,0,0,confus
derogatory,1,1,1,0,1,0,0,derogatori
dismay,1,0,1,0,1,1,0,dismay
jealousy,1,1,1,0,1,0,0,jealousi
pessimism,1,0,1,0,1,0,0,pessim
oblivion,1,0,1,0,0,0,0,oblivion
disclaim,1,1,0,0,0,0,0,disclaim
antisocial,1,1,1,0,1,0,0,antisoci
tree,1,1,0,1,0,1,1,tree
adversity,1,0,1,0,1,0,0,advers
defiance,1,1,1,0,0,0,0,defianc
standstill,1,0,0,0,0,0,0,standstil
overpriced,1,1,0,0,1,0,0,overpr
battle,1,0,0,0,0,0,0,battl
impermeable,1,0,1,0,0,0,0,imperm
theocratic,1,0,1,0,1,0,0,theocrat
retribution,1,0,1,0,1,0,0,retribut
sham,1,1,0,0,0,0,0,sham
slay,1,0,0,0,0,0,0,slay
arraignment,1,0,1,0,1,0,0,arraign
homeless,1,1,1,0,1,0,0,homeless
atrocity,1,1,1,0,1,0,0,atroc
atrocious,1,1,0,0,0,0,0,atroci
toughness,1,0,1,0,0,0,0,tough
coldness,1,1,1,0,1,0,0,cold
wench,1,1,0,0,0,0,0,wench
lose,1,1,1,0,1,1,0,lose
disinformation,1,0,1,0,0,0,0,disinform
revenge,1,0,1,0,0,1,0,reveng
gallows,1,0,1,0,1,0,0,gallow
darkness,1,0,1,0,1,0,0,dark
duel,1,0,1,0,0,0,0,duel
hoot,1,1,0,0,0,0,0,hoot
intimidation,1,0,1,0,0,0,0,intimid
pirate,1,0,0,0,0,0,0,pirat
ruthless,1,1,1,0,0,0,0,ruthless
exile,1,0,1,0,1,0,0,exil
misrepresented,1,0,0,0,0,0,0,misrepres
deny,1,0,0,0,0,0,0,deni
warp,1,0,0,0,1,0,0,warp
vulgarity,1,1,0,0,1,0,0,vulgar
intrusive,1,1,1,0,0,1,0,intrus
sisterhood,1,0,0,0,1,1,0,sisterhood
awful,1,1,1,0,1,0,0,aw
coerce,1,1,1,0,0,0,0,coerc
dislike,1,1,0,0,0,0,0,dislik
militia,1,0,1,0,1,0,0,militia
virulence,1,0,1,0,0,0,0,virul
birch,1,1,1,0,0,0,0,birch
bayonet,1,0,1,0,0,0,0,bayonet
conquest,1,0,1,0,0,0,0,conquest
negation,1,0,0,0,0,0,0,negat
bothering,1,0,0,0,1,0,0,bother
shell,1,0,1,0,1,1,0,shell
deportation,1,0,1,0,1,0,0,deport
annoying,1,0,0,0,0,0,0,annoy
resistance,1,0,0,0,0,0,0,resist
orc,1,1,1,0,0,0,0,orc
wince,1,1,1,0,1,0,0,winc
shoot,1,0,1,0,0,0,0,shoot
blaze,1,0,0,0,0,0,0,blaze
forcibly,1,0,1,0,0,0,0,forcibl
actionable,1,1,0,0,0,0,0,action
smell,1,1,0,0,0,0,0,smell
cane,1,0,1,0,0,0,0,cane
violation,1,0,1,0,1,1,0,violat
untoward,1,1,0,0,0,0,0,untoward
chaff,1,0,1,0,0,0,0,chaff
grievance,1,1,0,0,1,0,0,grievanc
frenetic,1,0,1,0,0,1,0,frenet
horror,1,1,1,0,1,1,0,horror
liberate,1,0,0,1,0,1,1,liber
growl,1,0,1,0,0,0,0,growl
combative,1,0,1,0,0,0,0,comb
incite,1,0,1,0,0,0,0,incit
cross,1,0,1,0,1,0,0,cross
indict,1,0,1,0,0,0,0,indict
dastardly,1,1,1,0,0,0,0,dastardli
scar,1,1,1,0,1,0,0,scar
concussion,1,0,0,0,1,0,0,concuss
battalion,1,0,0,0,0,0,0,battalion
ribbon,1,0,0,1,0,0,1,ribbon
misbehavior,1,1,0,0,0,1,0,misbehavior
foul,1,1,1,0,0,0,0,foul
quandary,1,0,1,0,0,0,0,quandari
depressed,1,0,1,0,1,0,0,depress
animus,1,0,0,0,0,0,0,animu
defiant,1,0,0,0,0,0,0,defiant
disobedient,1,0,0,0,0,0,0,disobedi
blasphemous,1,1,0,0,0,0,0,blasphem
holocaust,1,1,1,0,1,0,0,holocaust
brunt,1,0,0,0,0,0,0,brunt
tussle,1,0,0,0,0,0,0,tussl
humiliate,1,0,0,0,1,0,0,humili
opposition,1,0,0,0,0,0,0,opposit
adversary,1,0,0,0,0,0,0,adversari
desecration,1,1,1,0,1,0,0,desecr
betray,1,1,0,0,1,1,0,betray
rascal,1,1,1,0,0,0,0,rascal
nettle,1,1,0,0,0,0,0,nettl
fiend,1,1,1,0,0,0,0,fiend
haughty,1,0,0,0,0,0,0,haughti
sore,1,0,0,0,1,0,0,sore
resisting,1,0,1,0,1,0,0,resist
deceived,1,0,0,0,0,0,0,deceiv
evade,1,1,1,0,0,0,0,evad
fervor,1,0,0,1,0,0,0,fervor
libel,1,0,1,0,0,0,0,libel
rapping,1,0,0,0,0,0,0,rap
enmity,1,0,1,0,1,0,0,enmiti
interrupt,1,0,0,0,0,1,0,interrupt
stab,1,0,1,0,1,1,0,stab
sizzle,1,0,0,0,0,0,0,sizzl
implicate,1,0,0,0,0,0,0,implic
rifle,1,0,1,0,0,0,0,rifl
annoy,1,1,0,0,0,0,0,annoy
consternation,1,0,1,0,0,0,0,constern
crazed,1,0,1,0,0,0,0,craze
maniac,1,0,1,0,0,0,0,maniac
broken,1,0,1,0,1,0,0,broken
cancer,1,1,1,0,1,0,0,cancer
backbone,1,0,0,0,0,0,0,backbon
concealment,1,0,1,0,0,0,0,conceal
madden,1,0,1,0,0,0,0,madden
contradict,1,0,0,0,0,0,0,contradict
abomination,1,1,1,0,0,0,0,abomin
elf,1,1,1,0,0,0,0,elf
spear,1,0,1,0,0,0,0,spear
constraint,1,0,1,0,1,0,0,constraint
fluctuation,1,0,1,0,0,0,0,fluctuat
onerous,1,0,0,0,1,0,0,oner
growling,1,1,1,0,0,0,0,growl
bane,1,1,1,0,0,0,0,bane
revoke,1,1,1,0,1,0,0,revok
yelp,1,0,1,0,0,1,0,yelp
opium,1,1,1,0,1,0,0,opium
ram,1,0,0,0,0,0,0,ram
skirmish,1,0,0,0,0,0,0,skirmish
ordeal,1,0,0,0,0,1,0,ordeal
rivalry,1,0,0,0,0,0,0,rivalri
punch,1,0,1,0,1,1,0,punch
martial,1,0,0,0,0,0,0,martial
conflict,1,0,1,0,1,0,0,conflict
chaos,1,0,1,0,1,0,0,chao
force,1,0,1,0,0,0,0,forc
catastrophe,1,1,1,0,1,1,0,catastroph
hate,1,1,1,0,1,0,0,hate
hateful,1,1,1,0,1,0,0,hate
coop,1,1,0,0,0,0,0,coop
casualty,1,0,1,0,1,0,0,casualti
feud,1,0,0,0,0,0,0,feud
rating,1,0,1,0,1,0,0,rate
savage,1,0,1,0,0,0,0,savag
swastika,1,0,1,0,0,0,0,swastika
contemptible,1,1,0,0,0,0,0,contempt
detract,1,0,0,0,0,0,0,detract
irate,1,0,0,0,0,0,0,irat
failing,1,0,1,0,1,0,0,fail
grating,1,1,0,0,0,0,0,grate
earthquake,1,0,1,0,1,1,0,earthquak
forfeit,1,0,0,0,1,0,0,forfeit
separatist,1,1,0,0,0,0,0,separatist
inconvenient,1,1,0,0,1,0,0,inconveni
instinctive,1,1,1,0,0,0,0,instinct
tighten,1,0,0,0,0,0,0,tighten
dame,1,1,0,0,0,0,0,dame
infanticide,1,1,1,0,1,0,0,infanticid
revulsion,1,1,1,0,0,0,0,revuls
cad,1,1,0,0,0,0,0,cad
terrorism,1,1,1,0,1,0,0,terror
hamstring,1,0,0,0,1,0,0,hamstr
fugitive,1,1,1,0,1,0,0,fugit
unruly,1,1,1,0,0,0,0,unruli
rebel,1,0,1,0,0,0,0,rebel
allegation,1,0,0,0,0,0,0,alleg
feudalism,1,0,0,0,1,0,0,feudal
worthless,1,1,0,0,1,0,0,worthless
threat,1,0,1,0,0,0,0,threat
warlike,1,0,1,0,0,0,0,warlik
rampage,1,0,1,0,0,0,0,rampag
cutthroat,1,0,1,0,0,0,0,cutthroat
flagrant,1,1,0,0,0,0,0,flagrant
blemish,1,1,1,0,1,0,0,blemish
cruelly,1,0,1,0,0,0,0,cruelli
waffle,1,0,0,0,1,0,0,waffl
grated,1,0,0,0,0,0,0,grate
pound,1,0,0,0,0,0,0,pound
commotion,1,0,0,0,0,0,0,commot
deceit,1,1,1,0,1,1,0,deceit
crabby,1,0,0,0,0,0,0,crabbi
horrible,1,1,1,0,0,0,0,horribl
detest,1,1,0,0,0,0,0,detest
snarl,1,1,0,0,0,0,0,snarl
remove,1,0,1,0,1,0,0,remov
morbidity,1,1,1,0,1,0,0,morbid
deranged,1,1,1,0,0,0,0,derang
bully,1,0,1,0,0,0,0,bulli
rail,1,0,0,0,0,0,0,rail
confront,1,0,0,0,0,0,0,confront
tiff,1,0,0,0,0,0,0,tiff
senseless,1,1,1,0,1,1,0,senseless
disastrous,1,0,1,0,1,0,0,disastr
underpaid,1,0,0,0,1,0,0,underpaid
harbinger,1,0,1,0,0,0,0,harbing
terrible,1,1,1,0,1,0,0,terribl
stifled,1,0,1,0,1,0,0,stifl
provoking,1,1,0,0,0,0,0,provok
blast,1,0,1,0,0,1,0,blast
berserk,1,0,0,0,0,0,0,berserk
hiss,1,0,1,0,0,0,0,hiss
endless,1,0,1,1,1,0,0,endless
difficulty,1,0,1,0,1,0,0,difficulti
detainee,1,0,1,0,1,0,0,detaine
armament,1,0,1,0,0,0,0,armament
contentious,1,1,1,0,0,0,0,contenti
liquor,1,0,0,1,1,0,0,liquor
ulcer,1,1,1,0,1,0,0,ulcer
overpowering,1,0,1,0,0,0,0,overpow
harmful,1,1,1,0,1,0,0,harm
mutilation,1,1,1,0,1,0,0,mutil
infamous,1,1,1,0,0,0,0,infam
furious,1,1,0,0,0,0,0,furiou
revolver,1,0,1,0,1,0,0,revolv
limited,1,0,0,0,1,0,0,limit
scrapie,1,0,1,0,1,0,0,scrapi
indignation,1,1,0,0,0,0,0,indign
fenced,1,0,0,0,0,0,0,fenc
untrustworthy,1,0,0,0,0,0,0,untrustworthi
fuming,1,0,0,0,0,0,0,fume
taunt,1,0,1,0,1,0,0,taunt
hating,1,0,0,0,0,0,0,hate
nepotism,1,1,0,0,1,0,0,nepot
wreak,1,0,0,0,0,0,0,wreak
punitive,1,0,1,0,1,0,0,punit
ringer,1,0,0,0,0,0,0,ringer
slash,1,0,0,0,0,0,0,slash
sickening,1,1,1,0,1,0,0,sicken
incredulous,1,1,0,0,0,0,0,incredul
vampire,1,1,1,0,0,0,0,vampir
loudness,1,0,0,0,0,0,0,loud
indignant,1,0,0,0,0,0,0,indign
rook,1,1,0,0,0,0,0,rook
inattention,1,0,0,0,0,0,0,inattent
grim,1,1,1,0,1,0,0,grim
unsettled,1,1,1,0,0,0,0,unsettl
advocacy,1,0,0,1,0,0,1,advocaci
tremor,1,0,1,0,1,0,0,tremor
manipulation,1,0,1,0,0,0,0,manipul
elbow,1,0,0,0,0,0,0,elbow
anarchist,1,0,1,0,0,0,0,anarchist
avenger,1,0,0,0,0,0,0,aveng
rabble,1,0,1,0,0,0,0,rabbl
expulsion,1,1,1,0,1,0,0,expuls
talons,1,0,1,0,0,0,0,talon
perverse,1,1,1,0,0,0,0,pervers
egregious,1,1,0,0,0,0,0,egregi
undesirable,1,1,1,0,1,0,0,undesir
howl,1,1,1,0,1,1,0,howl
fury,1,0,1,0,1,0,0,furi
ferocious,1,1,1,0,0,0,0,feroci
contemptuous,1,0,0,0,0,0,0,contemptu
ferocity,1,0,0,0,0,0,0,feroc
rape,1,1,1,0,1,0,0,rape
treacherous,1,1,1,0,0,0,0,treacher
dominate,1,0,1,0,0,0,0,domin
crime,1,0,0,0,0,0,0,crime
gibberish,1,0,0,0,0,0,0,gibberish
polemic,1,1,0,0,0,0,0,polem
anger,1,0,0,0,0,0,0,anger
snarling,1,0,0,0,0,0,0,snarl
abolish,1,0,0,0,0,0,0,abolish
shout,1,0,0,0,0,1,0,shout
smuggler,1,1,1,0,0,0,0,smuggler
blockade,1,0,1,0,1,0,0,blockad
bloodshed,1,1,1,0,1,1,0,bloodsh
spat,1,0,0,0,0,0,0,spat
intruder,1,0,1,0,0,1,0,intrud
elimination,1,1,1,0,1,0,0,elimin
rebellion,1,1,1,0,0,0,0,rebellion
scarcity,1,0,1,0,1,0,0,scarciti
torture,1,1,1,0,1,0,0,tortur
perversion,1,1,0,0,1,0,0,pervers
turbulence,1,0,1,0,0,0,0,turbul
strike,1,0,0,0,0,0,0,strike
carelessness,1,1,0,0,0,0,0,careless
slaughterhouse,1,1,1,0,1,0,0,slaughterhous
confiscate,1,0,0,0,1,0,0,confisc
poverty,1,1,1,0,1,0,0,poverti
screwed,1,0,0,0,0,0,0,screw
unhappy,1,1,0,0,1,0,0,unhappi
horrific,1,1,1,0,1,0,0,horrif
havoc,1,0,1,0,0,0,0,havoc
lonely,1,1,1,0,1,0,0,lone
bear,1,0,1,0,0,0,0,bear
daemon,1,1,1,0,1,1,0,daemon
renegade,1,0,0,0,0,0,0,renegad
broil,1,0,0,0,0,0,0,broil
inexcusable,1,1,0,0,1,0,0,inexcus
prick,1,1,1,0,0,1,0,prick
dislocated,1,1,1,0,1,0,0,disloc
domination,1,0,1,0,1,0,0,domin
shackle,1,1,1,0,1,0,0,shackl
burke,1,1,1,0,1,0,0,burk
uncertain,1,1,1,0,0,1,0,uncertain
saloon,1,0,0,0,0,0,0,saloon
paucity,1,1,0,0,1,0,0,pauciti
bomb,1,0,1,0,1,1,0,bomb
psychosis,1,0,1,0,1,0,0,psychosi
cash,1,0,1,1,0,0,1,cash
dispossessed,1,0,1,0,1,0,0,dispossess
sentence,1,1,1,0,1,0,0,sentenc
outrage,1,1,0,0,0,0,0,outrag
barrier,1,0,0,0,0,0,0,barrier
unpaid,1,0,0,0,1,0,0,unpaid
mournful,1,0,1,0,1,0,0,mourn
steal,1,0,1,0,1,0,0,steal
segregate,1,1,0,0,1,0,0,segreg
blackmail,1,0,1,0,0,0,0,blackmail
opera,1,0,1,1,1,1,1,opera
mighty,1,0,1,1,0,0,0,mighti
lagging,1,1,0,0,1,0,0,lag
defy,1,0,1,0,1,1,0,defi
upheaval,1,0,1,0,1,0,0,upheav
turmoil,1,0,1,0,1,0,0,turmoil
unjustifiable,1,1,1,0,0,0,0,unjustifi
bastion,1,0,0,0,0,0,0,bastion
foray,1,0,0,0,0,0,0,foray
forsaken,1,0,0,0,1,0,0,forsaken
friction,1,0,0,0,0,0,0,friction
dying,1,1,1,0,1,0,0,die
lawsuit,1,1,1,0,1,1,0,lawsuit
pernicious,1,0,1,0,1,0,0,pernici
fib,1,0,0,0,0,0,0,fib
leukemia,1,0,1,0,1,0,0,leukemia
tyrant,1,1,1,0,1,0,0,tyrant
bearish,1,0,1,0,0,0,0,bearish
volatility,1,0,1,0,0,1,0,volatil
effigy,1,0,0,0,0,0,0,effigi
affront,1,1,1,0,1,1,0,affront
arson,1,0,1,0,0,0,0,arson
wretch,1,1,0,0,1,0,0,wretch
vermin,1,1,1,0,0,0,0,vermin
presumptuous,1,1,0,0,0,0,0,presumptu
musical,1,0,0,1,1,1,1,music
bitch,1,1,1,0,1,0,0,bitch
retract,1,0,0,0,0,0,0,retract
shun,1,1,0,0,1,0,0,shun
shoplifting,1,1,0,0,0,0,0,shoplift
forearm,1,0,0,0,0,0,0,forearm
cheat,1,1,0,0,0,0,0,cheat
standoff,1,0,1,0,0,0,0,standoff
torment,1,0,1,0,1,0,0,torment
malpractice,1,0,0,0,0,0,0,malpractic
penitentiary,1,0,0,0,0,0,0,penitentiari
crusade,1,0,1,0,0,0,0,crusad
impotence,1,0,1,0,1,0,0,impot
ungrateful,1,1,0,0,0,0,0,ungrat
convict,1,1,1,0,1,0,0,convict
uprising,1,0,1,0,0,0,0,upris
monstrosity,1,1,1,0,0,1,0,monstros
powerful,1,1,1,1,0,0,1,power
simmer,1,0,0,0,0,0,0,simmer
firearms,1,0,1,0,0,0,0,firearm
treat,1,1,1,1,1,1,1,treat
shatter,1,0,1,0,1,1,0,shatter
barbaric,1,1,1,0,0,0,0,barbar
furiously,1,0,0,0,0,0,0,furious
wop,1,0,0,0,0,0,0,wop
scapegoat,1,0,1,0,0,0,0,scapegoat
grope,1,1,1,0,0,0,0,grope
delusion,1,0,1,0,1,0,0,delus
derision,1,1,0,0,0,0,0,deris
unbridled,1,0,1,0,0,1,1,unbridl
litigious,1,1,0,0,0,0,0,litigi
ire,1,0,0,0,0,0,0,ire
smash,1,0,1,0,0,0,0,smash
misstatement,1,1,0,0,0,0,0,misstat
sneak,1,0,1,0,0,1,0,sneak
delay,1,1,1,0,1,0,0,delay
burial,1,0,1,0,1,0,0,burial
lightning,1,0,1,0,0,1,0,lightn
molestation,1,1,1,0,1,0,0,molest
melodrama,1,0,0,0,1,0,0,melodrama
damn,1,1,0,0,0,0,0,damn
marry,0,0,1,1,0,1,1,marri
fulfill,0,0,0,1,0,0,0,fulfil
atone,0,0,0,1,0,0,1,aton
vanish,0,0,0,0,0,1,0,vanish
tantalizing,0,0,0,1,0,1,1,tantal
entertaining,0,0,0,1,0,0,1,entertain
quicksilver,0,0,0,0,0,1,0,quicksilv
kennel,0,0,0,0,1,0,0,kennel
flesh,0,1,0,0,0,0,0,flesh
oddity,0,1,0,0,1,1,0,odditi
splendor,0,0,0,1,0,1,1,splendor
symmetry,0,0,0,1,0,0,0,symmetri
award,0,0,0,1,0,1,1,award
rod,0,0,1,0,0,0,0,rod
avalanche,0,0,1,0,1,1,0,avalanch
isolation,0,0,0,0,1,0,0,isol
mortgage,0,0,1,0,0,0,0,mortgag
falsity,0,1,0,0,0,0,0,falsiti
amusing,0,0,0,1,0,0,0,amus
art,0,0,0,1,1,1,1,art
restorative,0,0,0,1,0,0,1,restor
stillness,0,0,1,0,1,0,0,still
lumpy,0,1,0,0,0,0,0,lumpi
intercede,0,0,1,0,1,0,0,interced
spoil,0,1,0,0,0,0,0,spoil
radioactive,0,0,1,0,0,0,0,radioact
champion,0,0,0,1,0,0,1,champion
sadness,0,0,0,0,1,0,0,sad
ammonia,0,1,0,0,0,0,0,ammonia
spinster,0,0,1,0,1,0,0,spinster
matrimony,0,0,0,1,0,0,1,matrimoni
inviting,0,0,0,1,0,1,1,invit
clumsy,0,1,0,0,0,0,0,clumsi
sterile,0,0,0,0,1,0,0,steril
agonizing,0,0,1,0,0,0,0,agon
infectious,0,1,1,0,1,0,0,infecti
rarity,0,0,0,0,0,1,0,rariti
caries,0,1,0,0,0,0,0,cari
cathedral,0,0,0,1,0,0,0,cathedr
pity,0,0,0,0,1,0,0,piti
smuggle,0,0,1,0,0,0,0,smuggl
radiation,0,0,1,0,0,0,0,radiat
accidentally,0,0,0,0,0,1,0,accident
paranoia,0,0,1,0,0,0,0,paranoia
visionary,0,0,0,1,0,0,1,visionari
rule,0,0,1,0,0,0,0,rule
predicament,0,0,1,0,0,0,0,predica
reward,0,0,0,1,0,1,1,reward
rapid,0,0,0,0,0,1,0,rapid
impurity,0,1,0,0,0,0,0,impur
enchanted,0,0,0,1,0,0,0,enchant
backwater,0,0,0,0,1,0,0,backwat
razor,0,0,1,0,0,0,0,razor
falling,0,0,0,0,1,0,0,fall
hazard,0,0,1,0,0,0,0,hazard
impossible,0,0,0,0,1,0,0,imposs
intimate,0,0,0,1,0,0,1,intim
reluctant,0,0,1,0,0,0,0,reluct
dilapidated,0,1,0,0,1,0,0,dilapid
obi,0,1,1,0,0,0,0,obi
abscess,0,0,0,0,1,0,0,abscess
authentic,0,0,0,1,0,0,0,authent
luster,0,0,0,1,0,0,0,luster
goo,0,1,0,0,0,0,0,goo
harvest,0,0,0,1,0,0,1,harvest
meditate,0,0,0,1,0,0,1,medit
affection,0,0,0,1,0,0,0,affect
grizzly,0,0,1,0,0,0,0,grizzli
commemorate,0,0,0,1,1,0,1,commemor
languishing,0,0,1,0,1,0,0,languish
gut,0,1,0,0,0,0,0,gut
birth,0,0,1,1,0,0,1,birth
birthday,0,0,0,1,0,1,1,birthday
wane,0,0,0,0,1,0,0,wane
adorable,0,0,0,1,0,0,0,ador
dubious,0,0,1,0,0,0,0,dubiou
amused,0,0,0,1,0,0,0,amus
lavatory,0,1,0,0,0,0,0,lavatori
downfall,0,0,1,0,1,0,0,downfal
music,0,0,0,1,1,0,0,music
excluding,0,0,0,0,1,0,0,exclud
badly,0,0,0,0,1,0,0,badli
sluggish,0,0,0,0,1,0,0,sluggish
achievement,0,0,0,1,0,0,1,achiev
unintentional,0,0,0,0,0,1,0,unintent
hearse,0,0,1,0,1,0,0,hears
crescendo,0,0,0,1,0,1,1,crescendo
jungle,0,0,1,0,0,0,0,jungl
sympathize,0,0,0,0,1,0,0,sympath
candid,0,0,0,1,0,1,1,candid
mistaken,0,0,1,0,0,0,0,mistaken
unacceptable,0,0,0,0,1,0,0,unaccept
glad,0,0,0,1,0,0,1,glad
committal,0,0,0,0,1,0,0,committ
lovable,0,0,0,1,0,0,0,lovabl
scaffold,0,0,1,0,0,0,0,scaffold
stinking,0,1,0,0,0,0,0,stink
withered,0,1,0,0,0,0,0,wither
festival,0,0,0,1,0,1,1,festiv
sequestration,0,0,0,0,1,0,0,sequestr
repress,0,0,0,0,1,0,0,repress
lyrical,0,0,0,1,0,0,0,lyric
grieve,0,0,1,0,1,0,0,griev
emergency,0,0,1,0,1,1,0,emerg
lifeless,0,0,1,0,1,0,0,lifeless
projectiles,0,0,1,0,0,0,0,projectil
contaminated,0,1,1,0,1,0,0,contamin
retirement,0,0,1,1,1,0,1,retir
cradle,0,0,0,1,0,0,1,cradl
planning,0,0,0,0,0,0,1,plan
hag,0,1,1,0,0,0,0,hag
illumination,0,0,0,1,0,1,0,illumin
cultivate,0,0,0,0,0,0,1,cultiv
leeches,0,1,1,0,0,0,0,leech
hiding,0,0,1,0,0,0,0,hide
pensive,0,0,0,0,1,0,0,pensiv
princely,0,0,0,1,0,1,1,princ
blissful,0,0,0,1,0,0,0,bliss
debris,0,1,0,0,0,0,0,debri
inefficiency,0,1,0,0,1,0,0,ineffici
toxin,0,0,1,0,0,0,0,toxin
unbeaten,0,0,0,1,1,1,1,unbeaten
church,0,0,0,1,0,0,1,church
hospice,0,0,0,0,1,0,0,hospic
green,0,0,0,1,0,0,0,green
virginity,0,0,0,0,0,0,1,virgin
unpleasant,0,1,0,0,1,0,0,unpleas
aloha,0,0,0,1,0,0,1,aloha
courtship,0,0,0,1,0,0,1,courtship
delirium,0,1,0,0,1,0,0,delirium
barricade,0,0,1,0,0,0,0,barricad
weeping,0,0,0,0,1,0,0,weep
bereaved,0,0,0,0,1,0,0,bereav
waver,0,0,1,0,0,0,0,waver
grief,0,0,0,0,1,0,0,grief
crying,0,0,0,0,1,0,0,cri
admonition,0,0,1,0,0,0,0,admonit
distorted,0,1,0,0,0,0,0,distort
unintentionally,0,0,0,0,0,1,0,unintent
pledge,0,0,0,1,0,0,0,pledg
urn,0,0,0,0,1,0,0,urn
shining,0,0,0,1,0,0,1,shine
incubus,0,1,1,0,0,0,0,incubu
couch,0,0,0,0,1,0,0,couch
syringe,0,0,1,0,0,0,0,syring
coy,0,0,1,0,0,0,0,coy
mite,0,1,0,0,0,0,0,mite
unrest,0,0,1,0,1,0,0,unrest
stools,0,1,0,0,0,0,0,stool
daft,0,1,0,0,0,0,0,daft
coincidence,0,0,0,0,0,1,0,coincid
carol,0,0,0,1,0,0,0,carol
presto,0,0,0,1,0,1,0,presto
unspeakable,0,0,1,0,0,0,0,unspeak
anchorage,0,0,0,0,1,0,0,anchorag
burglar,0,1,1,0,0,0,0,burglar
travesty,0,1,1,0,1,0,0,travesti
dictator,0,0,1,0,0,0,0,dictat
crap,0,1,0,0,0,0,0,crap
flee,0,0,1,0,0,0,0,flee
precious,0,0,0,1,0,1,1,preciou
illusion,0,0,0,0,0,1,0,illus
comfort,0,0,0,1,0,0,1,comfort
ultimately,0,0,0,0,0,0,1,ultim
immigrant,0,0,1,0,0,0,0,immigr
choral,0,0,0,1,0,0,0,choral
aphid,0,1,0,0,0,0,0,aphid
efficient,0,0,0,0,0,0,1,effici
fancy,0,0,0,1,0,0,1,fanci
cadaver,0,1,1,0,1,1,0,cadav
